query,hit,identity,count
"90-28F::IQI8EWF01BS8W0 rank=0029126 x=626.0 y=210.0 length=668","Pseudomonas sp -I99.07 Q653"
"90-28F::IQI8EWF01BS8W0 rank=0029126 x=626.0 y=210.0 length=668","Pseudomonas stutzeri -I99.07 Q653"
"90-28F::IQI8EWF01BS8W0 rank=0029126 x=626.0 y=210.0 length=668","Pseudomonas sp -I99.07 Q653"
"90-28F::IQI8EWF01BS8W0 rank=0029126 x=626.0 y=210.0 length=668","Pseudomonas sp -I99.07 Q653"
"90-28F::IQI8EWF01BS8W0 rank=0029126 x=626.0 y=210.0 length=668","Pseudomonas sp -I99.07 Q653"
"62-28F::IQI8EWF01DL4JZ rank=0095931 x=1365.0 y=253.5 length=647","Pseudomonas sp -I100.00 Q639"
"62-28F::IQI8EWF01DL4JZ rank=0095931 x=1365.0 y=253.5 length=647","Pseudomonas graminis -I100.00 Q639"
"62-28F::IQI8EWF01DL4JZ rank=0095931 x=1365.0 y=253.5 length=647","Pseudomonas graminis -I100.00 Q639"
"62-28F::IQI8EWF01DL4JZ rank=0095931 x=1365.0 y=253.5 length=647","Pseudomonas sp -I100.00 Q639"
"62-28F::IQI8EWF01DL4JZ rank=0095931 x=1365.0 y=253.5 length=647","Pseudomonas graminis -I100.00 Q639"
"1-28F::IQI8EWF01DEKSV rank=0754641 x=1279.5 y=317.0 length=643","Pseudomonas sp -I100.00 Q635"
"1-28F::IQI8EWF01DEKSV rank=0754641 x=1279.5 y=317.0 length=643","Pseudomonas stutzeri -I99.72 Q635"
"1-28F::IQI8EWF01DEKSV rank=0754641 x=1279.5 y=317.0 length=643","Pseudomonas sp -I99.72 Q635"
"1-28F::IQI8EWF01DEKSV rank=0754641 x=1279.5 y=317.0 length=643","Pseudomonas stutzeri -I99.72 Q635"
"1-28F::IQI8EWF01DEKSV rank=0754641 x=1279.5 y=317.0 length=643","Pseudomonas sp -I99.72 Q635"
"pH2_r-28F::IQI8EWF01AUH2G rank=0073183 x=230.0 y=1126.0 length=640","Symploca sp -I88.54 Q632"
"pH2_r-28F::IQI8EWF01AUH2G rank=0073183 x=230.0 y=1126.0 length=640","Aphanizomenon gracile -I87.18 Q632"
"pH2_r-28F::IQI8EWF01AUH2G rank=0073183 x=230.0 y=1126.0 length=640","Geitlerinema sp -I86.77 Q632"
"pH2_r-28F::IQI8EWF01AUH2G rank=0073183 x=230.0 y=1126.0 length=640","Cylindrospermum stagnale -I86.54 Q632"
"pH2_r-28F::IQI8EWF01AUH2G rank=0073183 x=230.0 y=1126.0 length=640","Cylindrospermum stagnale -I86.54 Q632"
"96-28F::IQI8EWF01B3Y1R rank=0237608 x=748.0 y=925.5 length=638","Serratia odorifera -I100.00 Q630"
"96-28F::IQI8EWF01B3Y1R rank=0237608 x=748.0 y=925.5 length=638","Serratia liquefaciens -I100.00 Q630"
"96-28F::IQI8EWF01B3Y1R rank=0237608 x=748.0 y=925.5 length=638","Enterobacter sp -I100.00 Q630"
"96-28F::IQI8EWF01B3Y1R rank=0237608 x=748.0 y=925.5 length=638","Massilia sp -I100.00 Q630"
"96-28F::IQI8EWF01B3Y1R rank=0237608 x=748.0 y=925.5 length=638","Pseudomonas sp -I100.00 Q630"
"62-28F::IQI8EWF01EDIT9 rank=0179767 x=1677.0 y=527.5 length=634","Pseudomonas sp -I99.65 Q626"
"62-28F::IQI8EWF01EDIT9 rank=0179767 x=1677.0 y=527.5 length=634","Pseudomonas stutzeri -I99.65 Q626"
"62-28F::IQI8EWF01EDIT9 rank=0179767 x=1677.0 y=527.5 length=634","Pseudomonas sp -I99.65 Q626"
"62-28F::IQI8EWF01EDIT9 rank=0179767 x=1677.0 y=527.5 length=634","Pseudomonas sp -I99.65 Q626"
"62-28F::IQI8EWF01EDIT9 rank=0179767 x=1677.0 y=527.5 length=634","Pseudomonas sp -I99.65 Q626"
"pH12-28F::IQI8EWF01CTRUP rank=0308446 x=1042.0 y=431.0 length=620","Sphingobacterium sp -I99.25 Q612"
"pH12-28F::IQI8EWF01CTRUP rank=0308446 x=1042.0 y=431.0 length=620","Sphingobacterium sp -I92.46 Q612"
"pH12-28F::IQI8EWF01CTRUP rank=0308446 x=1042.0 y=431.0 length=620","Sphingobacterium daejeonense -I91.99 Q612"
"pH12-28F::IQI8EWF01CTRUP rank=0308446 x=1042.0 y=431.0 length=620","Sphingobacterium sp -I91.21 Q612"
"pH12-28F::IQI8EWF01CTRUP rank=0308446 x=1042.0 y=431.0 length=620","Flavobacterium sp -I91.15 Q612"
"pH2_r-28F::IQI8EWF01DD2OR rank=0445065 x=1273.0 y=1417.0 length=618","Symploca sp -I88.31 Q610"
"pH2_r-28F::IQI8EWF01DD2OR rank=0445065 x=1273.0 y=1417.0 length=618","Anabaena sp -I88.85 Q610"
"pH2_r-28F::IQI8EWF01DD2OR rank=0445065 x=1273.0 y=1417.0 length=618","Dolichospermum lemmermanii -I88.50 Q610"
"pH2_r-28F::IQI8EWF01DD2OR rank=0445065 x=1273.0 y=1417.0 length=618","Anabaena sp -I88.50 Q610"
"pH2_r-28F::IQI8EWF01DD2OR rank=0445065 x=1273.0 y=1417.0 length=618","Anabaena sp -I87.03 Q610"
"90-28F::IQI8EWF01C7519 rank=0529123 x=1206.0 y=287.0 length=615","Pseudomonas sp -I99.73 Q607"
"90-28F::IQI8EWF01C7519 rank=0529123 x=1206.0 y=287.0 length=615","Pseudomonas stutzeri -I99.73 Q607"
"90-28F::IQI8EWF01C7519 rank=0529123 x=1206.0 y=287.0 length=615","Pseudomonas sp -I99.73 Q607"
"90-28F::IQI8EWF01C7519 rank=0529123 x=1206.0 y=287.0 length=615","Pseudomonas sp -I99.73 Q607"
"90-28F::IQI8EWF01C7519 rank=0529123 x=1206.0 y=287.0 length=615","Pseudomonas sp -I99.73 Q607"
"pH12-28F::IQI8EWF01BA5Q0 rank=0096566 x=420.0 y=74.0 length=763","Sphingobacterium sp -I94.20 Q605"
"pH12-28F::IQI8EWF01BA5Q0 rank=0096566 x=420.0 y=74.0 length=763","Flavobacterium sp -I87.14 Q605"
"pH12-28F::IQI8EWF01BA5Q0 rank=0096566 x=420.0 y=74.0 length=763","Sphingobacterium composti -I92.26 Q605"
"pH12-28F::IQI8EWF01BA5Q0 rank=0096566 x=420.0 y=74.0 length=763","Sphingobacterium sp -I91.06 Q605"
"pH12-28F::IQI8EWF01BA5Q0 rank=0096566 x=420.0 y=74.0 length=763","Sphingobacterium sp -I89.94 Q605"
"2-28F::IQI8EWF01B7TJA rank=0252852 x=792.0 y=180.0 length=769","No hit -I0.00 Q604"
"pH2_s-28F::IQMTTU203HAZNI rank=0144782 x=2878.0 y=1900.0 length=607","Synechococcus sp -I88.07 Q599"
"pH2_s-28F::IQMTTU203HAZNI rank=0144782 x=2878.0 y=1900.0 length=607","Synechococcus sp -I88.07 Q599"
"pH2_s-28F::IQMTTU203HAZNI rank=0144782 x=2878.0 y=1900.0 length=607","Synechococcus sp -I88.07 Q599"
"pH2_s-28F::IQMTTU203HAZNI rank=0144782 x=2878.0 y=1900.0 length=607","Planktothrix agardhii -I87.27 Q599"
"pH2_s-28F::IQMTTU203HAZNI rank=0144782 x=2878.0 y=1900.0 length=607","Synechococcus sp -I86.36 Q599"
"pH12-28F::IQI8EWF01CDPH0 rank=0280880 x=859.0 y=454.5 length=605","Sphingobacterium sp -I95.80 Q597"
"pH12-28F::IQI8EWF01CDPH0 rank=0280880 x=859.0 y=454.5 length=605","Flavobacterium sp -I90.74 Q597"
"pH12-28F::IQI8EWF01CDPH0 rank=0280880 x=859.0 y=454.5 length=605","Sphingobacterium composti -I90.57 Q597"
"pH12-28F::IQI8EWF01CDPH0 rank=0280880 x=859.0 y=454.5 length=605","Sphingobacterium composti -I90.20 Q597"
"pH12-28F::IQI8EWF01CDPH0 rank=0280880 x=859.0 y=454.5 length=605","Sphingobacterium sp -I93.13 Q597"
"96-28F::IQI8EWF01AMORZ rank=0291726 x=141.0 y=1117.0 length=602","Serratia liquefaciens -I100.00 Q594"
"96-28F::IQI8EWF01AMORZ rank=0291726 x=141.0 y=1117.0 length=602","Serratia sp -I100.00 Q594"
"96-28F::IQI8EWF01AMORZ rank=0291726 x=141.0 y=1117.0 length=602","Serratia proteamaculans -I99.76 Q594"
"96-28F::IQI8EWF01AMORZ rank=0291726 x=141.0 y=1117.0 length=602","Serratia sp -I99.76 Q594"
"96-28F::IQI8EWF01AMORZ rank=0291726 x=141.0 y=1117.0 length=602","Massilia sp -I99.76 Q594"
"90-28F::IQI8EWF01B9VTM rank=0068723 x=815.5 y=2248.0 length=600","Pseudomonas stutzeri -I99.38 Q592"
"90-28F::IQI8EWF01B9VTM rank=0068723 x=815.5 y=2248.0 length=600","Pseudomonas stutzeri -I99.38 Q592"
"90-28F::IQI8EWF01B9VTM rank=0068723 x=815.5 y=2248.0 length=600","Pseudomonas sp -I99.38 Q592"
"90-28F::IQI8EWF01B9VTM rank=0068723 x=815.5 y=2248.0 length=600","Pseudomonas sp -I99.69 Q592"
"90-28F::IQI8EWF01B9VTM rank=0068723 x=815.5 y=2248.0 length=600","Pseudomonas stutzeri -I99.69 Q592"
"pH12-28F::IQI8EWF01BI4SI rank=0380685 x=510.0 y=3440.0 length=595","Xanthomonas sp -I100.00 Q587"
"pH12-28F::IQI8EWF01BI4SI rank=0380685 x=510.0 y=3440.0 length=595","Xanthomonas sp -I98.25 Q587"
"pH12-28F::IQI8EWF01BI4SI rank=0380685 x=510.0 y=3440.0 length=595","Xanthomonas sp -I98.71 Q587"
"pH12-28F::IQI8EWF01BI4SI rank=0380685 x=510.0 y=3440.0 length=595","Lysobacter sp -I98.71 Q587"
"pH12-28F::IQI8EWF01BI4SI rank=0380685 x=510.0 y=3440.0 length=595","Lysobacter sp -I97.74 Q587"
"pH2_r-28F::IQI8EWF01AOTKM rank=0116765 x=165.5 y=2340.5 length=662","Acidiphilium sp -I86.24 Q577"
"pH2_r-28F::IQI8EWF01AOTKM rank=0116765 x=165.5 y=2340.5 length=662","Symploca sp -I85.48 Q577"
"pH2_r-28F::IQI8EWF01AOTKM rank=0116765 x=165.5 y=2340.5 length=662","Anabaena sp -I84.13 Q577"
"pH2_r-28F::IQI8EWF01AOTKM rank=0116765 x=165.5 y=2340.5 length=662","Dolichospermum lemmermanii -I83.60 Q577"
"pH2_r-28F::IQI8EWF01AOTKM rank=0116765 x=165.5 y=2340.5 length=662","Anabaena sp -I83.60 Q577"
"pH2_r-28F::IQI8EWF01D0VVT rank=0422149 x=1533.5 y=727.0 length=582","Symploca sp -I86.67 Q574"
"pH2_r-28F::IQI8EWF01D0VVT rank=0422149 x=1533.5 y=727.0 length=582","Cylindrospermum stagnale -I84.84 Q574"
"pH2_r-28F::IQI8EWF01D0VVT rank=0422149 x=1533.5 y=727.0 length=582","Cylindrospermum stagnale -I84.84 Q574"
"pH2_r-28F::IQI8EWF01D0VVT rank=0422149 x=1533.5 y=727.0 length=582","Gloeotrichia echinulata -I84.84 Q574"
"pH2_r-28F::IQI8EWF01D0VVT rank=0422149 x=1533.5 y=727.0 length=582","Geitlerinema sp -I86.31 Q574"
"pH2_r-28F::IQI8EWF01DUZ87 rank=0525701 x=1466.5 y=889.0 length=581","Symploca sp -I86.79 Q573"
"pH2_r-28F::IQI8EWF01DUZ87 rank=0525701 x=1466.5 y=889.0 length=581","Anabaena sp -I86.12 Q573"
"pH2_r-28F::IQI8EWF01DUZ87 rank=0525701 x=1466.5 y=889.0 length=581","Dolichospermum lemmermanii -I85.86 Q573"
"pH2_r-28F::IQI8EWF01DUZ87 rank=0525701 x=1466.5 y=889.0 length=581","Anabaena sp -I85.86 Q573"
"pH2_r-28F::IQI8EWF01DUZ87 rank=0525701 x=1466.5 y=889.0 length=581","Anabaena sp -I85.60 Q573"
"pH12-28F::IQI8EWF01A8DJY rank=0113035 x=388.0 y=1292.0 length=579","Sphingobacterium sp -I98.35 Q571"
"pH12-28F::IQI8EWF01A8DJY rank=0113035 x=388.0 y=1292.0 length=579","Sphingobacterium sp -I90.76 Q571"
"pH12-28F::IQI8EWF01A8DJY rank=0113035 x=388.0 y=1292.0 length=579","Flavobacterium sp -I88.93 Q571"
"pH12-28F::IQI8EWF01A8DJY rank=0113035 x=388.0 y=1292.0 length=579","Sphingobacterium sp -I87.71 Q571"
"pH12-28F::IQI8EWF01A8DJY rank=0113035 x=388.0 y=1292.0 length=579","Sphingobacterium sp -I87.46 Q571"
"pH2_r-28F::IQI8EWF01AMOMG rank=0086531 x=141.0 y=918.0 length=578","Symploca sp -I88.46 Q570"
"pH2_r-28F::IQI8EWF01AMOMG rank=0086531 x=141.0 y=918.0 length=578","Anabaena sp -I87.30 Q570"
"pH2_r-28F::IQI8EWF01AMOMG rank=0086531 x=141.0 y=918.0 length=578","Dolichospermum lemmermanii -I86.98 Q570"
"pH2_r-28F::IQI8EWF01AMOMG rank=0086531 x=141.0 y=918.0 length=578","Anabaena sp -I86.98 Q570"
"pH2_r-28F::IQI8EWF01AMOMG rank=0086531 x=141.0 y=918.0 length=578","Anabaena sp -I86.98 Q570"
"pH2_s-28F::IQMTTU202DZGYU rank=0053120 x=1517.0 y=276.5 length=587","Synechococcus sp -I86.78 Q570"
"pH2_s-28F::IQMTTU202DZGYU rank=0053120 x=1517.0 y=276.5 length=587","Leptolyngbya frigida -I85.90 Q570"
"pH2_s-28F::IQMTTU202DZGYU rank=0053120 x=1517.0 y=276.5 length=587","Planktothrix agardhii -I85.90 Q570"
"pH2_s-28F::IQMTTU202DZGYU rank=0053120 x=1517.0 y=276.5 length=587","Planktothrix agardhii -I85.78 Q570"
"pH2_s-28F::IQMTTU202DZGYU rank=0053120 x=1517.0 y=276.5 length=587","Synechococcus sp -I84.65 Q570"
"pH2_r-28F::IQI8EWF01CHOHN rank=0070503 x=904.0 y=1449.0 length=577","Symploca sp -I86.60 Q569"
"pH2_r-28F::IQI8EWF01CHOHN rank=0070503 x=904.0 y=1449.0 length=577","Anabaena sp -I85.93 Q569"
"pH2_r-28F::IQI8EWF01CHOHN rank=0070503 x=904.0 y=1449.0 length=577","Dolichospermum lemmermanii -I85.68 Q569"
"pH2_r-28F::IQI8EWF01CHOHN rank=0070503 x=904.0 y=1449.0 length=577","Anabaena sp -I85.68 Q569"
"pH2_r-28F::IQI8EWF01CHOHN rank=0070503 x=904.0 y=1449.0 length=577","Anabaena sp -I85.42 Q569"
"106-28F::IQI8EWF01EC206 rank=0374815 x=1672.0 y=520.0 length=575","Burkholderia sp -I99.47 Q567"
"106-28F::IQI8EWF01EC206 rank=0374815 x=1672.0 y=520.0 length=575","Burkholderia sediminicola -I100.00 Q567"
"106-28F::IQI8EWF01EC206 rank=0374815 x=1672.0 y=520.0 length=575","Burkholderia sp -I100.00 Q567"
"106-28F::IQI8EWF01EC206 rank=0374815 x=1672.0 y=520.0 length=575","Burkholderia sp -I100.00 Q567"
"106-28F::IQI8EWF01EC206 rank=0374815 x=1672.0 y=520.0 length=575","Burkholderia sp -I100.00 Q567"
"pH12-28F::IQI8EWF01AXE8T rank=0127422 x=263.5 y=2267.0 length=573","Flavobacterium sp -I91.37 Q565"
"pH2_r-28F::IQI8EWF01BW4H9 rank=0096911 x=670.0 y=895.0 length=573","Symploca sp -I86.53 Q565"
"pH2_r-28F::IQI8EWF01BW4H9 rank=0096911 x=670.0 y=895.0 length=573","Cylindrospermum stagnale -I84.75 Q565"
"pH2_r-28F::IQI8EWF01BW4H9 rank=0096911 x=670.0 y=895.0 length=573","Cylindrospermum stagnale -I84.75 Q565"
"pH2_r-28F::IQI8EWF01BW4H9 rank=0096911 x=670.0 y=895.0 length=573","Gloeotrichia echinulata -I84.75 Q565"
"pH2_r-28F::IQI8EWF01BW4H9 rank=0096911 x=670.0 y=895.0 length=573","Gloeotrichia echinulata -I84.50 Q565"
"pH12-28F::IQI8EWF01A3JAC rank=0182850 x=333.0 y=722.0 length=567","Sphingobacterium daejeonense -I92.17 Q559"
"pH12-28F::IQI8EWF01A3JAC rank=0182850 x=333.0 y=722.0 length=567","Flavobacterium sp -I91.32 Q559"
"pH2_r-28F::IQI8EWF01AVRS9 rank=0232933 x=244.5 y=3067.0 length=567","Symploca sp -I87.53 Q559"
"pH2_r-28F::IQI8EWF01AVRS9 rank=0232933 x=244.5 y=3067.0 length=567","Anabaena sp -I86.32 Q559"
"pH2_r-28F::IQI8EWF01AVRS9 rank=0232933 x=244.5 y=3067.0 length=567","Dolichospermum fallax -I86.24 Q559"
"pH2_r-28F::IQI8EWF01AVRS9 rank=0232933 x=244.5 y=3067.0 length=567","Dolichospermum lemmermanii -I86.05 Q559"
"pH2_r-28F::IQI8EWF01AVRS9 rank=0232933 x=244.5 y=3067.0 length=567","Anabaena sp -I86.05 Q559"
"pH2_r-28F::IQI8EWF01D3EWC rank=0310187 x=1561.0 y=3994.0 length=564","Symploca sp -I89.06 Q556"
"pH2_r-28F::IQI8EWF01D3EWC rank=0310187 x=1561.0 y=3994.0 length=564","Acidiphilium sp -I87.84 Q556"
"pH2_r-28F::IQI8EWF01D3EWC rank=0310187 x=1561.0 y=3994.0 length=564","Aphanizomenon gracile -I87.22 Q556"
"pH2_r-28F::IQI8EWF01D3EWC rank=0310187 x=1561.0 y=3994.0 length=564","Cylindrospermum stagnale -I86.47 Q556"
"pH2_r-28F::IQI8EWF01D3EWC rank=0310187 x=1561.0 y=3994.0 length=564","Cylindrospermum stagnale -I86.47 Q556"
"pH2_r-28F::IQI8EWF01D4EJC rank=0128978 x=1573.5 y=1030.0 length=563","Symploca sp -I88.68 Q555"
"pH2_r-28F::IQI8EWF01D4EJC rank=0128978 x=1573.5 y=1030.0 length=563","Acidiphilium sp -I87.45 Q555"
"pH2_r-28F::IQI8EWF01D4EJC rank=0128978 x=1573.5 y=1030.0 length=563","Aphanizomenon gracile -I86.84 Q555"
"pH2_r-28F::IQI8EWF01D4EJC rank=0128978 x=1573.5 y=1030.0 length=563","Cylindrospermum stagnale -I86.09 Q555"
"pH2_r-28F::IQI8EWF01D4EJC rank=0128978 x=1573.5 y=1030.0 length=563","Cylindrospermum stagnale -I86.09 Q555"
"salt-28F::IQI8EWF01CZKCO rank=0278438 x=1108.0 y=310.0 length=888","Hyphomicrobium sp -I93.75 Q555"
"salt-28F::IQI8EWF01CZKCO rank=0278438 x=1108.0 y=310.0 length=888","Hyphomicrobium sp -I93.75 Q555"
"salt-28F::IQI8EWF01CZKCO rank=0278438 x=1108.0 y=310.0 length=888","Wolbachia sp -I95.00 Q555"
"salt-28F::IQI8EWF01CZKCO rank=0278438 x=1108.0 y=310.0 length=888","Stenotrophomonas sp -I95.00 Q555"
"salt-28F::IQI8EWF01CZKCO rank=0278438 x=1108.0 y=310.0 length=888","Pseudoxanthomonas mexicana -I95.00 Q555"
"4-28F::IQI8EWF01BM0FK rank=0302688 x=555.5 y=94.0 length=561","Pseudomonas gessardii -I98.99 Q553"
"4-28F::IQI8EWF01BM0FK rank=0302688 x=555.5 y=94.0 length=561","Pseudomonas sp -I98.98 Q553"
"4-28F::IQI8EWF01BM0FK rank=0302688 x=555.5 y=94.0 length=561","Pseudomonas sp -I98.97 Q553"
"4-28F::IQI8EWF01BM0FK rank=0302688 x=555.5 y=94.0 length=561","Pseudomonas sp -I99.48 Q553"
"4-28F::IQI8EWF01BM0FK rank=0302688 x=555.5 y=94.0 length=561","Pseudomonas sp -I98.99 Q553"
"106-28F::IQI8EWF01BB78B rank=0348486 x=432.0 y=793.5 length=577","Burkholderia sp -I99.47 Q553"
"106-28F::IQI8EWF01BB78B rank=0348486 x=432.0 y=793.5 length=577","Burkholderia sediminicola -I100.00 Q553"
"106-28F::IQI8EWF01BB78B rank=0348486 x=432.0 y=793.5 length=577","Burkholderia sp -I100.00 Q553"
"106-28F::IQI8EWF01BB78B rank=0348486 x=432.0 y=793.5 length=577","Burkholderia sp -I100.00 Q553"
"106-28F::IQI8EWF01BB78B rank=0348486 x=432.0 y=793.5 length=577","Burkholderia sp -I100.00 Q553"
"pH12-28F::IQI8EWF01AL0BR rank=0275452 x=133.5 y=2197.0 length=561","Phormidium sp -I86.56 Q553"
"pH12-28F::IQI8EWF01AL0BR rank=0275452 x=133.5 y=2197.0 length=561","Sphingomonas sp -I83.17 Q553"
"pH12-28F::IQI8EWF01AL0BR rank=0275452 x=133.5 y=2197.0 length=561","Sphingomonas sp -I83.17 Q553"
"pH12-28F::IQI8EWF01AL0BR rank=0275452 x=133.5 y=2197.0 length=561","Sphingomonas sp -I83.17 Q553"
"pH12-28F::IQI8EWF01AL0BR rank=0275452 x=133.5 y=2197.0 length=561","Sphingomonas sp -I83.17 Q553"
"salt-28F::IQI8EWF01DH58N rank=0528579 x=1320.0 y=133.0 length=557","Phormidium sp -I87.09 Q549"
"salt-28F::IQI8EWF01DH58N rank=0528579 x=1320.0 y=133.0 length=557","Sphingomonas sp -I89.38 Q549"
"salt-28F::IQI8EWF01DH58N rank=0528579 x=1320.0 y=133.0 length=557","Sphingomonas sp -I89.38 Q549"
"salt-28F::IQI8EWF01DH58N rank=0528579 x=1320.0 y=133.0 length=557","Agrobacterium sp -I89.38 Q549"
"salt-28F::IQI8EWF01DH58N rank=0528579 x=1320.0 y=133.0 length=557","Sphingomonas sp -I89.38 Q549"
"pH12-28F::IQI8EWF01AWULT rank=0069873 x=257.0 y=95.0 length=557","Sphingobacterium sp -I94.72 Q549"
"pH2_r-28F::IQI8EWF01B270F rank=0410871 x=739.0 y=2749.0 length=557","Symploca sp -I86.93 Q549"
"pH2_r-28F::IQI8EWF01B270F rank=0410871 x=739.0 y=2749.0 length=557","Anabaena sp -I86.24 Q549"
"pH2_r-28F::IQI8EWF01B270F rank=0410871 x=739.0 y=2749.0 length=557","Dolichospermum lemmermanii -I85.98 Q549"
"pH2_r-28F::IQI8EWF01B270F rank=0410871 x=739.0 y=2749.0 length=557","Anabaena sp -I85.98 Q549"
"pH2_r-28F::IQI8EWF01B270F rank=0410871 x=739.0 y=2749.0 length=557","Anabaena sp -I85.71 Q549"
"salt-28F::IQI8EWF01CD4OK rank=0348324 x=863.0 y=3746.5 length=556","Phormidium sp -I88.18 Q548"
"salt-28F::IQI8EWF01CD4OK rank=0348324 x=863.0 y=3746.5 length=556","Sphingomonas sp -I84.10 Q548"
"salt-28F::IQI8EWF01CD4OK rank=0348324 x=863.0 y=3746.5 length=556","Sphingomonas sp -I84.10 Q548"
"salt-28F::IQI8EWF01CD4OK rank=0348324 x=863.0 y=3746.5 length=556","Sphingomonas sp -I84.10 Q548"
"salt-28F::IQI8EWF01CD4OK rank=0348324 x=863.0 y=3746.5 length=556","Pseudomonas sp -I87.58 Q548"
"pH12-28F::IQI8EWF01C57ZW rank=0415278 x=1183.5 y=3690.0 length=555","Phormidium sp -I89.08 Q547"
"pH12-28F::IQI8EWF01C57ZW rank=0415278 x=1183.5 y=3690.0 length=555","Sphingomonas sp -I83.98 Q547"
"pH12-28F::IQI8EWF01C57ZW rank=0415278 x=1183.5 y=3690.0 length=555","Thauera sp -I89.76 Q547"
"pH12-28F::IQI8EWF01C57ZW rank=0415278 x=1183.5 y=3690.0 length=555","Porphyrobacter sp -I86.00 Q547"
"pH12-28F::IQI8EWF01C57ZW rank=0415278 x=1183.5 y=3690.0 length=555","Moraxella catarrhalis -I86.75 Q547"
"pH12-28F::IQI8EWF01EI9FD rank=0375168 x=1742.5 y=2023.0 length=555","Phormidium sp -I88.12 Q547"
"pH12-28F::IQI8EWF01EI9FD rank=0375168 x=1742.5 y=2023.0 length=555","Hydrogenophaga sp -I85.28 Q547"
"pH12-28F::IQI8EWF01EI9FD rank=0375168 x=1742.5 y=2023.0 length=555","Sphingomonas sp -I83.42 Q547"
"pH12-28F::IQI8EWF01EI9FD rank=0375168 x=1742.5 y=2023.0 length=555","Sphingomonas sp -I83.42 Q547"
"pH12-28F::IQI8EWF01EI9FD rank=0375168 x=1742.5 y=2023.0 length=555","Sphingomonas sp -I83.42 Q547"
"salt-28F::IQI8EWF01DGV7O rank=0137415 x=1305.0 y=1922.0 length=554","Phormidium sp -I89.04 Q546"
"salt-28F::IQI8EWF01DGV7O rank=0137415 x=1305.0 y=1922.0 length=554","Sphingomonas sp -I88.48 Q546"
"salt-28F::IQI8EWF01DGV7O rank=0137415 x=1305.0 y=1922.0 length=554","Sphingomonas sp -I88.48 Q546"
"salt-28F::IQI8EWF01DGV7O rank=0137415 x=1305.0 y=1922.0 length=554","Agrobacterium sp -I88.48 Q546"
"salt-28F::IQI8EWF01DGV7O rank=0137415 x=1305.0 y=1922.0 length=554","Sphingomonas sp -I88.48 Q546"
"106-28F::IQI8EWF01DE6TW rank=0231715 x=1286.0 y=194.0 length=604","Burkholderia sp -I99.47 Q546"
"106-28F::IQI8EWF01DE6TW rank=0231715 x=1286.0 y=194.0 length=604","Burkholderia sp -I99.47 Q546"
"106-28F::IQI8EWF01DE6TW rank=0231715 x=1286.0 y=194.0 length=604","Burkholderia sp -I99.47 Q546"
"106-28F::IQI8EWF01DE6TW rank=0231715 x=1286.0 y=194.0 length=604","Burkholderia sp -I99.47 Q546"
"106-28F::IQI8EWF01DE6TW rank=0231715 x=1286.0 y=194.0 length=604","Burkholderia fungorum -I99.47 Q546"
"106-28F::IQI8EWF01DZ9JI rank=0328612 x=1526.0 y=444.0 length=554","Burkholderia sp -I99.47 Q546"
"106-28F::IQI8EWF01DZ9JI rank=0328612 x=1526.0 y=444.0 length=554","Burkholderia sp -I99.47 Q546"
"106-28F::IQI8EWF01DZ9JI rank=0328612 x=1526.0 y=444.0 length=554","Burkholderia sp -I99.47 Q546"
"106-28F::IQI8EWF01DZ9JI rank=0328612 x=1526.0 y=444.0 length=554","Burkholderia sp -I99.47 Q546"
