query,hit,identity,count
"62-SSU::IP4HKJN02JIOMO rank=0417890 x=3786.0 y=926.0 length=620","Hypocrea pseudokoningii -I100.00 Q612"
"106-SSU::IP4HKJN02F0Y5N rank=0199627 x=2354.0 y=1385.0 length=619","Trichosporon sp -I98.32 Q611"
"106-SSU::IP4HKJN02F0Y5N rank=0199627 x=2354.0 y=1385.0 length=619","Trichosporon porosum -I98.32 Q611"
"106-SSU::IP4HKJN02F0Y5N rank=0199627 x=2354.0 y=1385.0 length=619","Bullera nakhonratchasimensis -I97.60 Q611"
"106-SSU::IP4HKJN02F0Y5N rank=0199627 x=2354.0 y=1385.0 length=619","Bullera nakhonratchasimensis -I97.60 Q611"
"106-SSU::IP4HKJN02F0Y5N rank=0199627 x=2354.0 y=1385.0 length=619","Papiliotrema bandonii -I97.12 Q611"
"98-SSU::IP4HKJN02JZPBK rank=0284659 x=3980.0 y=350.5 length=619","Trichosporon sp -I98.51 Q611"
"98-SSU::IP4HKJN02JZPBK rank=0284659 x=3980.0 y=350.5 length=619","Trichosporon porosum -I98.51 Q611"
"98-SSU::IP4HKJN02JZPBK rank=0284659 x=3980.0 y=350.5 length=619","Bullera nakhonratchasimensis -I97.77 Q611"
"98-SSU::IP4HKJN02JZPBK rank=0284659 x=3980.0 y=350.5 length=619","Bullera nakhonratchasimensis -I97.77 Q611"
"98-SSU::IP4HKJN02JZPBK rank=0284659 x=3980.0 y=350.5 length=619","Papiliotrema bandonii -I97.27 Q611"
"85-SSU::IQMTTU204IQ3RJ rank=0059278 x=3472.5 y=317.0 length=619","Hypocrea rufa -I99.74 Q611"
"85-SSU::IQMTTU204IQ3RJ rank=0059278 x=3472.5 y=317.0 length=619","Hypocrea koningii -I99.74 Q611"
"85-SSU::IQMTTU204IQ3RJ rank=0059278 x=3472.5 y=317.0 length=619","Hypocrea koningii -I99.74 Q611"
"85-SSU::IQMTTU204IQ3RJ rank=0059278 x=3472.5 y=317.0 length=619","Hypocrea koningii -I99.74 Q611"
"85-SSU::IQMTTU204IQ3RJ rank=0059278 x=3472.5 y=317.0 length=619","Hypocrea pseudokoningii -I99.74 Q611"
"98-SSU::IP4HKJN02HRWE5 rank=0574152 x=3071.0 y=335.0 length=660","Trichosporon sp -I97.81 Q611"
"98-SSU::IP4HKJN02HRWE5 rank=0574152 x=3071.0 y=335.0 length=660","Trichosporon porosum -I97.81 Q611"
"98-SSU::IP4HKJN02HRWE5 rank=0574152 x=3071.0 y=335.0 length=660","Bullera nakhonratchasimensis -I96.72 Q611"
"98-SSU::IP4HKJN02HRWE5 rank=0574152 x=3071.0 y=335.0 length=660","Trichosporon cutaneum -I96.72 Q611"
"98-SSU::IP4HKJN02HRWE5 rank=0574152 x=3071.0 y=335.0 length=660","Bullera nakhonratchasimensis -I96.72 Q611"
"98-SSU::IP4HKJN02JEPDU rank=0548864 x=3740.0 y=3696.0 length=618","Trichosporon sp -I98.53 Q610"
"98-SSU::IP4HKJN02JEPDU rank=0548864 x=3740.0 y=3696.0 length=618","Trichosporon porosum -I98.53 Q610"
"98-SSU::IP4HKJN02JEPDU rank=0548864 x=3740.0 y=3696.0 length=618","Bullera nakhonratchasimensis -I97.65 Q610"
"98-SSU::IP4HKJN02JEPDU rank=0548864 x=3740.0 y=3696.0 length=618","Trichosporon cutaneum -I97.65 Q610"
"98-SSU::IP4HKJN02JEPDU rank=0548864 x=3740.0 y=3696.0 length=618","Bullera nakhonratchasimensis -I97.65 Q610"
"106-SSU::IP4HKJN02IB3QD rank=0219943 x=3301.0 y=851.0 length=617","Trichosporon sp -I98.50 Q609"
"106-SSU::IP4HKJN02IB3QD rank=0219943 x=3301.0 y=851.0 length=617","Trichosporon porosum -I98.50 Q609"
"106-SSU::IP4HKJN02IB3QD rank=0219943 x=3301.0 y=851.0 length=617","Bullera nakhonratchasimensis -I97.76 Q609"
"106-SSU::IP4HKJN02IB3QD rank=0219943 x=3301.0 y=851.0 length=617","Bullera nakhonratchasimensis -I97.76 Q609"
"106-SSU::IP4HKJN02IB3QD rank=0219943 x=3301.0 y=851.0 length=617","Papiliotrema bandonii -I97.26 Q609"
"98-SSU::IP4HKJN02I74TX rank=0512198 x=3666.0 y=227.5 length=613","Trichosporon sp -I98.21 Q605"
"98-SSU::IP4HKJN02I74TX rank=0512198 x=3666.0 y=227.5 length=613","Trichosporon porosum -I98.21 Q605"
"98-SSU::IP4HKJN02I74TX rank=0512198 x=3666.0 y=227.5 length=613","Bullera nakhonratchasimensis -I97.14 Q605"
"98-SSU::IP4HKJN02I74TX rank=0512198 x=3666.0 y=227.5 length=613","Trichosporon cutaneum -I97.14 Q605"
"98-SSU::IP4HKJN02I74TX rank=0512198 x=3666.0 y=227.5 length=613","Bullera nakhonratchasimensis -I97.14 Q605"
"79-SSU::IP4HKJN02JEOCK rank=0133347 x=3740.0 y=2354.5 length=612","Rhopalomyces elegans -I98.96 Q604"
"79-SSU::IP4HKJN02JEOCK rank=0133347 x=3740.0 y=2354.5 length=612","Pseudohydnum gelatinosum -I97.96 Q604"
"79-SSU::IP4HKJN02JEOCK rank=0133347 x=3740.0 y=2354.5 length=612","Rhodocollybia maculata -I93.10 Q604"
"79-SSU::IP4HKJN02JEOCK rank=0133347 x=3740.0 y=2354.5 length=612","Inocybe mutata -I97.96 Q604"
"79-SSU::IP4HKJN02JEOCK rank=0133347 x=3740.0 y=2354.5 length=612","Scutellospora spinosissima -I97.03 Q604"
"79-SSU::IP4HKJN02HB2SH rank=0485294 x=2890.5 y=3471.5 length=611","Rhopalomyces elegans -I98.96 Q603"
"79-SSU::IP4HKJN02HB2SH rank=0485294 x=2890.5 y=3471.5 length=611","Pseudohydnum gelatinosum -I97.96 Q603"
"79-SSU::IP4HKJN02HB2SH rank=0485294 x=2890.5 y=3471.5 length=611","Inocybe mutata -I97.96 Q603"
"79-SSU::IP4HKJN02HB2SH rank=0485294 x=2890.5 y=3471.5 length=611","Scutellospora spinosissima -I97.03 Q603"
"53-SSU::IP4HKJN02F5IIY rank=0503695 x=2406.0 y=120.0 length=697","Neosartorya fischeri -I100.00 Q602"
"53-SSU::IP4HKJN02F5IIY rank=0503695 x=2406.0 y=120.0 length=697","Penicillium commune -I99.38 Q602"
"53-SSU::IP4HKJN02F5IIY rank=0503695 x=2406.0 y=120.0 length=697","Penicillium sp -I98.80 Q602"
"53-SSU::IP4HKJN02F5IIY rank=0503695 x=2406.0 y=120.0 length=697","Penicillium janthinellum -I99.69 Q602"
"53-SSU::IP4HKJN02F5IIY rank=0503695 x=2406.0 y=120.0 length=697","Penicillium sp -I99.69 Q602"
"85-SSU::IQMTTU204JIFF7 rank=0149219 x=3783.0 y=1317.5 length=608","Hypocrea rufa -I99.75 Q600"
"85-SSU::IQMTTU204JIFF7 rank=0149219 x=3783.0 y=1317.5 length=608","Hypocrea koningii -I99.75 Q600"
"85-SSU::IQMTTU204JIFF7 rank=0149219 x=3783.0 y=1317.5 length=608","Hypocrea koningii -I99.75 Q600"
"85-SSU::IQMTTU204JIFF7 rank=0149219 x=3783.0 y=1317.5 length=608","Hypocrea koningii -I99.75 Q600"
"85-SSU::IQMTTU204JIFF7 rank=0149219 x=3783.0 y=1317.5 length=608","Hypocrea pseudokoningii -I99.75 Q600"
"98-SSU::IP4HKJN02GMMS1 rank=0152449 x=2601.0 y=99.5 length=608","Trichosporon sp -I98.53 Q600"
"98-SSU::IP4HKJN02GMMS1 rank=0152449 x=2601.0 y=99.5 length=608","Trichosporon porosum -I98.53 Q600"
"98-SSU::IP4HKJN02GMMS1 rank=0152449 x=2601.0 y=99.5 length=608","Bullera nakhonratchasimensis -I97.79 Q600"
"98-SSU::IP4HKJN02GMMS1 rank=0152449 x=2601.0 y=99.5 length=608","Bullera nakhonratchasimensis -I97.79 Q600"
"98-SSU::IP4HKJN02GMMS1 rank=0152449 x=2601.0 y=99.5 length=608","Papiliotrema bandonii -I97.30 Q600"
"106-SSU::IP4HKJN02HG2H5 rank=0170968 x=2947.5 y=2907.0 length=662","Trichosporon sp -I97.57 Q599"
"106-SSU::IP4HKJN02HG2H5 rank=0170968 x=2947.5 y=2907.0 length=662","Trichosporon porosum -I97.57 Q599"
"106-SSU::IP4HKJN02HG2H5 rank=0170968 x=2947.5 y=2907.0 length=662","Bullera nakhonratchasimensis -I96.53 Q599"
"106-SSU::IP4HKJN02HG2H5 rank=0170968 x=2947.5 y=2907.0 length=662","Trichosporon cutaneum -I96.53 Q599"
"106-SSU::IP4HKJN02HG2H5 rank=0170968 x=2947.5 y=2907.0 length=662","Bullera nakhonratchasimensis -I96.53 Q599"
"98-SSU::IP4HKJN02IRP5O rank=0121163 x=3479.0 y=666.0 length=607","Trichosporon sp -I97.83 Q599"
"98-SSU::IP4HKJN02IRP5O rank=0121163 x=3479.0 y=666.0 length=607","Trichosporon porosum -I97.83 Q599"
"98-SSU::IP4HKJN02IRP5O rank=0121163 x=3479.0 y=666.0 length=607","Bullera nakhonratchasimensis -I96.90 Q599"
"98-SSU::IP4HKJN02IRP5O rank=0121163 x=3479.0 y=666.0 length=607","Trichosporon cutaneum -I96.90 Q599"
"98-SSU::IP4HKJN02IRP5O rank=0121163 x=3479.0 y=666.0 length=607","Bullera nakhonratchasimensis -I96.90 Q599"
"98-SSU::IP4HKJN02I5JGS rank=0295901 x=3636.0 y=2106.5 length=605","Trichosporon sp -I97.55 Q597"
"98-SSU::IP4HKJN02I5JGS rank=0295901 x=3636.0 y=2106.5 length=605","Trichosporon porosum -I97.55 Q597"
"98-SSU::IP4HKJN02I5JGS rank=0295901 x=3636.0 y=2106.5 length=605","Bullera nakhonratchasimensis -I96.64 Q597"
"98-SSU::IP4HKJN02I5JGS rank=0295901 x=3636.0 y=2106.5 length=605","Trichosporon cutaneum -I96.64 Q597"
"98-SSU::IP4HKJN02I5JGS rank=0295901 x=3636.0 y=2106.5 length=605","Bullera nakhonratchasimensis -I96.64 Q597"
"98-SSU::IP4HKJN02JYUIK rank=0163777 x=3970.0 y=1386.0 length=635","Trichosporon sp -I97.59 Q597"
"98-SSU::IP4HKJN02JYUIK rank=0163777 x=3970.0 y=1386.0 length=635","Trichosporon porosum -I97.59 Q597"
"98-SSU::IP4HKJN02JYUIK rank=0163777 x=3970.0 y=1386.0 length=635","Bullera nakhonratchasimensis -I96.56 Q597"
"98-SSU::IP4HKJN02JYUIK rank=0163777 x=3970.0 y=1386.0 length=635","Trichosporon cutaneum -I96.56 Q597"
"98-SSU::IP4HKJN02JYUIK rank=0163777 x=3970.0 y=1386.0 length=635","Bullera nakhonratchasimensis -I96.56 Q597"
"53-SSU::IP4HKJN02FUEQW rank=0298245 x=2279.5 y=2198.5 length=640","Penicillium janthinellum -I100.00 Q596"
"53-SSU::IP4HKJN02FUEQW rank=0298245 x=2279.5 y=2198.5 length=640","Penicillium sp -I100.00 Q596"
"53-SSU::IP4HKJN02FUEQW rank=0298245 x=2279.5 y=2198.5 length=640","Eupenicillium javanicum -I100.00 Q596"
"53-SSU::IP4HKJN02FUEQW rank=0298245 x=2279.5 y=2198.5 length=640","Aspergillus candidus -I100.00 Q596"
"53-SSU::IP4HKJN02FUEQW rank=0298245 x=2279.5 y=2198.5 length=640","Aspergillus flavus -I100.00 Q596"
"3-SSU::IQMTTU204IPIWN rank=0268115 x=3454.5 y=357.0 length=604","Hypocrea rufa -I99.76 Q596"
